CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,hemisphere,NAVR,NAVR_corrected,correction,population_size,d_icv_thresholded
ALLEPI_vs_CTL,R_postcentral,-0.116,0.101,-0.313,0.081,1648,2057,0.24884394,0.287,rh,0.1921778600495427,0.0161556759366411,0.0840662703418397,566,-0.116
ALLEPI_vs_CTL,R_posteriorcingulate,-0.07,0.063,-0.193,0.053,1654,2056,0.265422689,0.301,rh,0.2301949813449113,0.019351633533076,0.0840662703418397,566,-0.07
ALLEPI_vs_CTL,R_precentral,-0.399,0.044,-0.485,-0.313,1649,2054,8.85e-20,7.43e-18,rh,0.2035026362683715,0.017107707635814,0.0840662703418397,566,-0.399
ALLEPI_vs_CTL,R_precuneus,-0.275,0.066,-0.404,-0.147,1654,2055,2.7e-05,0.000107,rh,0.1371260823850131,0.0115276783126959,0.0840662703418397,566,-0.275
ALLEPI_vs_CTL,R_rostralanteriorcingulate,0.093,0.054,-0.013,0.199,1652,2055,0.086405065,0.117,rh,0.2610519448956334,0.0219456633728593,0.0840662703418397,566,0.093
ALLEPI_vs_CTL,R_rostralmiddlefrontal,-0.197,0.057,-0.309,-0.085,1654,2058,0.000593987,0.00172,rh,0.1926313119233477,0.0161937959444514,0.0840662703418397,566,-0.197
ALLEPI_vs_CTL,R_superiorfrontal,-0.269,0.059,-0.385,-0.154,1650,2058,4.49e-06,2.1e-05,rh,0.1430466106927704,0.0120253950459823,0.0840662703418397,566,-0.269
ALLEPI_vs_CTL,R_superiorparietal,-0.313,0.094,-0.497,-0.13,1653,2058,0.000813344,0.00214,rh,0.108187091624542,0.0090948852920061,0.0840662703418397,566,-0.313
ALLEPI_vs_CTL,R_superiortemporal,-0.123,0.059,-0.239,-0.007,1555,1958,0.038373563,0.057,rh,0.1133765729852085,0.0095311456350058,0.0840662703418397,566,-0.123
ALLEPI_vs_CTL,R_supramarginal,-0.223,0.055,-0.331,-0.115,1597,1971,5.24e-05,0.000191,rh,0.1353690065971711,0.011379967504504,0.0840662703418397,566,-0.223
ALLEPI_vs_CTL,R_frontalpole,-0.109,0.048,-0.203,-0.014,1654,2057,0.023742679,0.039,rh,0.3307414511871543,0.0278042002487517,0.0840662703418397,566,-0.109
ALLEPI_vs_CTL,R_temporalpole,-0.181,0.052,-0.284,-0.078,1648,2048,0.00055113,0.00165,rh,0.3197440255988185,0.0268796876961784,0.0840662703418397,566,-0.181
ALLEPI_vs_CTL,R_transversetemporal,-0.182,0.044,-0.268,-0.097,1654,2059,2.81e-05,0.000107,rh,0.1937168517109299,0.0162850532257011,0.0840662703418397,566,-0.182
ALLEPI_vs_CTL,R_insula,-0.022,0.047,-0.113,0.07,1615,2032,0.642141062,0.691,rh,0.3165856631519613,0.0266141759448833,0.0840662703418397,566,
